,time,site
50573,2020-12-20,ukj3308-17100
92907,2021-06-13,ukk2302-35600
8773,2020-09-06,ukk3105-30500
38632,2020-04-11,ukk2205-21400
25674,2022-04-21,ukc2203-05100
76829,2022-07-28,ukk2204-20100
1996,2020-03-29,ukj4209-11950
68445,2022-02-01,ukk3101-26900
102472,2022-12-17,ukk2201-18700
37595,2020-03-28,ukd5300-41500
34775,2022-12-17,ukc2204-05400
106812,2022-09-11,ukk4305-26100
45240,2020-08-01,ukh3311-11250
5408,2020-06-05,ukk2205-20970
43232,2020-06-27,ukh1303-10400
34341,2022-11-23,ukd1103-45600
109118,2020-09-21,ukk3104-32600
55393,2021-04-21,ukc1101-06100
68770,2022-02-10,ukj2402-15650
64621,2021-10-01,ukc2102-03700
20417,2021-09-26,ukc2104-04280
40250,2020-05-04,ukk4305-26200
41817,2020-05-29,ukk3106-32150
19199,2021-08-27,uke1200-08000
23104,2022-01-19,uke1200-08200
106993,2022-10-20,ukj2401-15100
8074,2020-08-15,ukd5300-41200
85402,2020-03-13,ukk3106-28000
103868,2020-11-10,ukk3106-28000
84781,2020-01-20,ukk3105-31200
61444,2021-08-02,ukd1103-45600
108134,2021-01-22,ukk4304-34300
4859,2020-05-24,ukk3106-32320
54168,2021-04-02,ukd4305-43550
23087,2022-01-19,ukc2103-04700
105226,2021-10-14,ukk3104-32550
70426,2022-03-24,ukh1303-10325
71592,2022-04-21,ukj2205-14200
87359,2020-07-21,ukk3102-28550
78567,2022-08-25,ukd4200-42600
20555,2021-10-01,ukc2203-05100
27623,2022-06-10,uke2206-07500
98335,2022-04-14,ukd4312-43000
51492,2021-01-29,uke1200-08300
101962,2022-11-20,ukk4200-23700
73680,2022-06-01,ukk4304-34600
18060,2021-07-23,ukk2205-21500
53298,2021-03-17,ukc1101-06100
83431,2022-11-25,ukc2203-04800
69525,2022-03-09,ukj4208-13600
12322,2021-03-05,ukk4304-34300
10499,2020-11-09,ukj4202-12120
90387,2021-01-09,ukk3106-27500
17851,2021-07-18,ukk4306-22500
18732,2021-08-10,ukd4303-41900
38020,2020-04-03,ukh1305-10300
79959,2022-09-15,ukh3100-11904
42775,2020-06-20,uke1200-08800
46836,2020-08-29,ukj3304-16850
963,2020-03-03,ukd5400-40900
14826,2021-05-04,ukk3105-31250
58961,2021-06-15,ukj3308-16900
80923,2022-09-28,ukk4301-22200
33596,2022-10-24,ukk4307-33800
40186,2020-05-04,ukk3102-31900
98525,2022-04-22,ukd4312-43000
66310,2021-11-02,ukk1202-36000
82232,2022-10-24,ukk3104-33650
62054,2021-08-11,ukj2202-14150
10382,2020-11-04,ukh1407-10850
39509,2020-04-24,ukk3105-31350
22991,2022-01-14,ukk3101-26520
93838,2021-08-09,ukj2401-15100
1793,2020-03-25,ukk2201-18800
93394,2021-07-17,ukh3311-11600
92095,2021-04-26,ukk2201-17300
81271,2022-10-06,ukk3101-26560
26530,2022-05-14,ukk3102-28600
84006,2022-12-14,ukh1406-10900
101569,2022-11-03,ukk3103-30000
39224,2020-04-21,ukj2202-14150
109601,2021-07-08,uke1301-09000
48874,2020-10-09,ukk3104-33300
75632,2022-07-08,ukk2204-20100
249,2020-01-19,ukh1407-10850
19624,2021-09-06,ukc2300-05500
72200,2022-05-02,ukk3104-33000
17379,2021-07-05,ukj4202-12120
37066,2020-03-20,ukk3104-33350
57281,2021-05-19,uke1200-08200
43568,2020-07-05,ukj2100-14800
9770,2020-10-08,ukj3400-17850
40678,2020-05-12,ukk3104-32700
51166,2021-01-13,ukh1406-10900
14133,2021-04-21,ukh1304-09900
15191,2021-05-13,ukj4210-12450
6308,2020-06-27,ukj4202-12120
112709,2022-10-18,ukk4200-23300
85432,2020-03-17,ukj3400-18600
63465,2021-09-08,ukk4301-22300
80243,2022-09-19,ukk3101-27000
5698,2020-06-13,ukk4304-34500
41439,2020-05-24,ukk3105-30800
71023,2022-04-09,ukk2102-19450
62872,2021-08-29,ukk2205-21400
78066,2022-08-14,ukk1202-36000
34408,2022-11-28,ukc2101-04250
88078,2020-09-04,ukk3103-29000
70286,2022-03-22,uke1200-08600
108343,2021-11-03,ukk4304-34200
41514,2020-05-26,ukh3311-11350
51444,2021-01-28,ukh3311-11350
84169,2022-12-17,ukj2402-15680
36517,2020-03-05,ukk4307-33900
22073,2021-11-19,ukf3102-09100
93101,2021-06-26,ukd1103-45200
10665,2020-11-22,ukh3100-11830
16161,2021-06-03,ukk3106-27600
30838,2022-08-19,ukc1202-06700
92930,2021-06-13,ukk4305-25900
59598,2021-06-28,ukd4305-43260
35499,2020-01-27,ukj2100-15000
16087,2021-06-02,ukj4210-12350
72336,2022-05-04,ukk3102-31600
4658,2020-05-21,uke2206-07000
106572,2022-05-24,ukk3104-32600
62809,2021-08-29,ukh1304-09850
30161,2022-08-05,ukc2101-04000
15300,2021-05-16,ukc2203-05200
101822,2022-11-15,ukk4304-34300
97023,2022-01-21,ukk2101-19000
85974,2020-04-14,ukk3106-28400
14596,2021-05-01,ukc2203-05200
14354,2021-04-26,ukc2203-05000
92405,2021-05-14,ukk3105-30100
101001,2022-09-29,ukk3101-26570
97499,2022-02-26,ukk3106-27900
24452,2022-03-15,ukc1404-05900
34814,2022-12-20,uke1200-08700
75402,2022-07-03,ukk3106-27100
23546,2022-02-10,ukc1202-06650
55503,2021-04-22,ukd4305-43550
56559,2021-05-06,ukk2205-21300
64870,2021-10-04,ukk3105-30200
59191,2021-06-21,ukd4305-43550
16840,2021-06-20,ukh3100-11830
107788,2020-06-20,ukj4210-12350
20710,2021-10-04,ukk4307-33800
29566,2022-07-21,ukk3105-30200
104142,2020-12-30,ukk2101-19020
89520,2020-11-07,ukj2201-14550
53303,2021-03-17,ukc2203-05200
87492,2020-07-31,ukk3104-33200
12175,2021-02-27,ukj4210-12350
36180,2020-03-02,ukh1303-10400
67269,2021-12-02,ukj3304-16850
89214,2020-10-16,ukk4304-34500
23410,2022-02-03,ukk3103-29000
20631,2021-10-03,ukh1303-10500
14074,2021-04-19,ukk3105-31000
110040,2021-10-21,ukj3400-17500
31160,2022-08-26,ukh1304-09900
8287,2020-08-24,ukc2204-05300
66700,2021-11-14,ukh3311-11700
71427,2022-04-18,ukj4210-12850
4278,2020-05-13,ukj2201-14500
46173,2020-08-15,ukk4307-33900
17474,2021-07-08,ukc1202-06400
65975,2021-10-28,ukj2402-15600
34754,2022-12-15,ukk3102-31700
65308,2021-10-13,ukc2203-04800
20465,2021-09-26,ukk4304-34800
100875,2022-09-23,ukk4301-21700
52875,2021-03-07,ukj2403-16000
36250,2020-03-02,ukk2206-20500
78547,2022-08-24,ukk2206-20500
46691,2020-08-27,ukk1202-35900
76940,2022-07-30,uke2206-06900
29611,2022-07-22,ukh3311-11550
98747,2022-05-02,ukd4312-43000
98039,2022-03-25,ukk2201-17300
52953,2021-03-08,ukk3102-32000
109103,2020-09-06,ukk3104-32600
2820,2020-04-14,ukk4306-22900
76409,2022-07-18,ukk3104-33700
39244,2020-04-21,ukj3400-18350
37149,2020-03-22,ukh3311-11300
111312,2021-09-18,ukk4306-22500
54402,2021-04-06,ukh3100-11780
52856,2021-03-07,ukh3100-11904
41743,2020-05-29,ukk2201-17200
85209,2020-02-29,ukk3106-27700
28779,2022-07-07,ukj4210-12450
50860,2020-12-30,ukk4301-22100
11989,2021-02-23,ukc2102-03600
54310,2021-04-04,ukk3103-31500
26441,2022-05-13,ukh1407-10800
50335,2020-12-04,ukh3100-11902
83306,2022-11-20,ukk2205-21300
22456,2021-12-04,ukj4209-11975
38388,2020-04-08,ukh3311-11650
83279,2022-11-20,uke1200-08300
99793,2022-07-18,ukk4200-23800
25724,2022-04-21,ukj3400-17800
11918,2021-02-18,ukc1404-05900
71146,2022-04-11,ukk2102-19400
109176,2020-11-25,ukk3104-33500
21976,2021-11-14,ukh1305-10100
110279,2022-12-07,ukc2103-04700
16713,2021-06-15,ukk2102-19350
64487,2021-09-26,ukk3104-33350
71359,2022-04-16,ukk1202-35700
72725,2022-05-14,ukk3106-32340
69981,2022-03-17,ukh1303-10325
45961,2020-08-12,ukd4305-43260
83728,2022-12-03,ukk3105-30200
99810,2022-07-20,ukj2402-15500
6744,2020-07-10,uke2206-07100
45058,2020-07-30,uke1200-08800
98614,2022-04-24,ukk4305-26100
11487,2021-01-29,ukc2101-04000
33066,2022-10-10,ukh1305-10200
31962,2022-09-11,ukk3106-32500
78289,2022-08-19,ukj2201-14550
22799,2022-01-04,ukd4303-41900
8300,2020-08-24,ukf3102-09400
10075,2020-10-16,ukk4306-22900
70142,2022-03-19,ukj2407-15400
96866,2022-01-14,ukk2205-20970
33273,2022-10-14,ukk3106-28000
83096,2022-11-15,ukk4305-25400
28347,2022-06-25,ukk2302-35500
62204,2021-08-12,ukk4305-25400
75482,2022-07-05,ukh3311-11650
50349,2020-12-04,ukj4208-13600
70254,2022-03-20,ukk4200-24600
101580,2022-11-03,ukk3106-28200
75806,2022-07-10,ukk2201-18700
82796,2022-11-10,ukk2201-17200
45992,2020-08-12,ukk2204-19900
60346,2021-07-15,uke1200-08600
44601,2020-07-20,ukj2100-15000
53931,2021-03-27,ukj3400-18300
83350,2022-11-20,ukk4305-25100
65082,2021-10-08,ukh3311-11250
36688,2020-03-12,ukj3400-18200
105162,2021-10-04,ukk3104-33600
45267,2020-08-01,ukj4210-12600
14863,2021-05-06,ukc2203-05000
27226,2022-06-01,ukd4312-42800
76692,2022-07-26,ukk3102-31800
103356,2020-09-14,ukk3104-33600
94003,2021-08-22,ukk3106-28400
75007,2022-06-25,uke2206-07400
3363,2020-04-26,ukf3102-09400
47575,2020-09-13,ukk2101-19160
30391,2022-08-09,ukh1305-10125
30473,2022-08-10,ukk3105-31100
44228,2020-07-13,ukk3105-30200
65646,2021-10-21,ukc1101-06100
79402,2022-09-06,ukk3104-33360
84297,2022-12-20,ukk3106-32310
93019,2021-06-21,ukk3104-33700
41617,2020-05-27,ukk3103-29900
95984,2021-11-10,ukk4200-23100
20422,2021-09-26,ukc2300-05500
63710,2021-09-14,ukk3102-31700
105009,2021-09-16,ukk3101-26600
30834,2022-08-19,ukc1101-06200
88263,2020-09-13,ukc2300-05500
63869,2021-09-16,ukk3106-27700
71916,2022-04-26,ukj3400-18300
93003,2021-06-20,ukf3102-09500
85254,2020-03-02,ukk2201-17300
23388,2022-02-03,ukd4303-41900
88042,2020-09-01,ukk3106-27500
17668,2021-07-15,ukj3400-17800
18357,2021-08-02,ukc1404-05900
97614,2022-03-08,ukk3101-26570
70878,2022-04-03,ukj2402-15600
96942,2022-01-18,ukf3102-09500
61451,2021-08-02,ukd4305-43550
93884,2021-08-11,ukh3100-11850
109199,2021-01-02,ukk4304-34200
65394,2021-10-13,ukk4200-24600
112658,2022-04-21,ukk4200-23700
8679,2020-09-04,ukk3106-32300
12668,2021-03-17,uke1200-08900
47340,2020-09-08,uke1200-08200
31114,2022-08-25,ukd1101-46000
91659,2021-04-06,ukh3100-11900
36600,2020-03-09,ukh1305-10000
56301,2021-05-03,ukh3311-11350
68222,2022-01-19,ukk4304-34000
58400,2021-06-06,ukc2104-04300
9504,2020-10-01,ukd1101-46000
73357,2022-05-28,ukj2100-15000
44,2020-01-10,ukc1404-05800
65693,2021-10-21,ukk2204-20000
8440,2020-08-27,ukk1202-35700
64512,2021-09-26,ukk4200-24000
19520,2021-09-03,ukh1305-10310
39423,2020-04-24,ukd5400-40750
109992,2021-01-01,ukj3307-16350
13992,2021-04-18,ukj2202-14100
62539,2021-08-24,ukk2201-18800
16811,2021-06-18,ukk4305-24900
51970,2021-02-10,ukk2101-19160
56192,2021-05-01,ukk2205-20970
54304,2021-04-04,ukk3102-31800
45233,2020-08-01,ukh3100-11770
109843,2021-08-09,ukk4306-22400
75394,2022-07-03,ukk3104-33600
19887,2021-09-13,ukk2201-18800
78831,2022-08-29,ukc1202-06600
44423,2020-07-18,ukd4200-42500
105084,2021-09-24,ukk3104-33400
62606,2021-08-25,ukk3104-33100
3598,2020-05-01,ukc1404-05700
44514,2020-07-18,ukk3105-31300
92552,2021-05-22,ukk3101-26800
98412,2022-04-16,ukk2101-19020
8473,2020-08-27,ukk4306-22500
90107,2020-12-20,ukk3106-32500
24781,2022-03-22,ukh1304-09900
28329,2022-06-25,ukj3400-17500
94043,2021-08-24,ukk2101-19030
23807,2022-02-25,uke1200-08900
65234,2021-10-11,ukk2206-20700
91103,2021-02-28,ukk2206-20300
50396,2020-12-15,ukk1202-35900
16263,2021-06-05,ukk2102-19350
53820,2021-03-25,ukk3105-30700
12183,2021-02-28,ukc1202-06650
84448,2022-12-27,ukk2205-21100
46668,2020-08-27,ukd1103-44800
26583,2022-05-16,uke1200-08900
30620,2022-08-12,ukk3106-32300
75928,2022-07-12,ukj2201-14550
98604,2022-04-24,ukk4301-21700
112777,2020-05-03,ukj2100-14800
64185,2021-09-21,ukk3105-31350
8198,2020-08-21,ukj4209-11975
74714,2022-06-20,ukk2102-19170
9502,2020-10-01,ukc2204-05300
56856,2021-05-12,ukk4304-34410
50786,2020-12-30,ukc2102-03600
100957,2022-09-26,ukk4305-24800
12674,2021-03-17,uke2206-07200
68180,2022-01-19,ukd4312-42800
47387,2020-09-08,ukj4208-13600
39182,2020-04-21,ukc1101-06000
6037,2020-06-22,ukh1303-10350
26228,2022-05-04,ukc2203-05200
13872,2021-04-16,uke1301-09020
4004,2020-05-07,ukk3105-31450
75680,2022-07-08,ukk3104-33500
51869,2021-02-08,ukk3105-31400
106536,2022-05-14,ukk3104-33600
5774,2020-06-15,ukj3400-17800
84834,2020-01-27,ukj3308-17000
34231,2022-11-19,ukj2204-14000
74663,2022-06-20,ukh1303-10325
97790,2022-03-15,ukk3101-26570
68505,2022-02-02,ukj4210-12800
9032,2020-09-15,ukh1305-10000
10317,2020-11-02,ukh1407-10750
59445,2021-06-25,uke1200-08100
94095,2021-08-27,ukk3101-26600
91697,2021-04-09,ukd5300-41300
8949,2020-09-13,ukf3102-09700
2437,2020-04-07,ukc2102-03800
105781,2022-01-14,ukk3105-31300
39744,2020-04-28,ukj2201-14400
52422,2021-02-25,ukj2205-14200
3304,2020-04-24,ukk3104-32900
87370,2020-07-21,ukk3106-32500
10534,2020-11-10,ukk3105-30500
22898,2022-01-13,ukf3102-09200
51687,2021-02-05,ukj2403-16000
17743,2021-07-17,ukh3311-11100
38408,2020-04-09,ukc2203-04800
80436,2022-09-21,ukk3106-27700
20277,2021-09-23,ukf3102-09600
52053,2021-02-12,ukh1304-09850
100926,2022-09-26,ukk2101-19150
37236,2020-03-23,ukk3101-26900
36974,2020-03-20,ukc1101-06100
7937,2020-08-10,ukk3105-31100
84265,2022-12-20,ukk2204-19600
42455,2020-06-13,ukk2204-20200
46952,2020-08-30,ukk3106-32340
91446,2021-03-24,ukh3100-11850
103661,2020-10-13,ukc2103-04700
96608,2021-12-17,ukc2203-05200
13676,2021-04-11,ukj4208-13800
91514,2021-03-27,ukj3307-16350
12907,2021-03-22,ukh3311-11100
45349,2020-08-02,ukk3102-31700
78921,2022-08-29,ukk4301-21600
80091,2022-09-16,ukk3106-28100
14909,2021-05-06,ukj2403-15900
96963,2022-01-19,ukk3101-26560
76628,2022-07-21,ukk4304-34500
16480,2021-06-10,ukj3307-16400
88787,2020-10-03,ukf3102-09500
82564,2022-10-31,ukk4305-25300
38247,2020-04-06,ukj3400-17500
105918,2022-02-01,ukk3103-30000
5886,2020-06-17,ukj4209-11950
80058,2022-09-16,ukk3102-31800
18389,2021-08-02,ukk2102-19350
82104,2022-10-20,ukj2407-15400
74031,2022-06-08,ukd4200-42500
21010,2021-10-13,ukc1202-06400
17565,2021-07-13,ukc2101-04000
7256,2020-07-22,ukj4210-12350
110448,2020-10-13,ukk4306-22500
95106,2021-10-06,ukc2106-04500
50361,2020-12-15,ukc1202-06600
85884,2020-04-09,ukk3104-33400
44779,2020-07-22,ukj4210-12500
68397,2022-01-27,ukk4304-34500
112919,2021-10-08,ukk4200-23800
65106,2021-10-08,ukj3400-17700
52707,2021-03-05,uke1200-08200
64257,2021-09-23,ukh3311-11300
53278,2021-03-15,ukk4301-22100
110664,2021-12-02,ukk4200-23600
98733,2022-04-29,ukk4304-34200
60034,2021-07-07,ukj4210-12400
65792,2021-10-23,ukj2402-15650
42934,2020-06-21,ukk3106-32340
86863,2020-06-16,ukk3101-26600
98949,2022-05-19,ukk3105-30700
32155,2022-09-16,ukk4200-23900
44558,2020-07-20,ukc1101-06000
54962,2021-04-14,ukk3103-29800
97238,2022-02-05,ukk2101-19020
64328,2021-09-24,ukd4200-42500
19673,2021-09-08,ukc1202-06300
23043,2022-01-18,ukh1406-10900
62239,2021-08-14,ukh1305-10000
73938,2022-06-06,ukk3102-31650
36527,2020-03-08,ukd4305-43260
49760,2020-11-05,uke2206-07500
112796,2020-07-13,uke1301-09020
43237,2020-06-27,ukh1406-11000
70274,2022-03-20,ukk4307-33900
83107,2022-11-17,ukc1202-06600
65774,2021-10-23,ukc2103-04700
29342,2022-07-17,ukj4208-13800
94345,2021-09-06,ukk3106-27500
3071,2020-04-19,ukk4304-34600
14852,2021-05-04,ukk4306-22600
23782,2022-02-23,ukk3103-29100
88282,2020-09-13,ukj3100-16600
61008,2021-07-23,ukk4200-23501
110995,2021-10-28,ukj4210-12400
3860,2020-05-04,ukk4200-23600
71761,2022-04-24,uke1200-08300
94080,2021-08-27,ukd5300-41300
103995,2020-11-25,ukk3104-33700
10454,2020-11-07,ukh1407-10800
110243,2022-04-14,ukj3400-17600
16573,2021-06-13,ukd5400-40900
53948,2021-03-27,ukk2204-19900
94592,2021-09-16,ukk3105-30700
29352,2022-07-18,ukc1202-06300
103042,2020-07-08,ukj3400-17600
110411,2020-02-26,ukc2103-04700
53512,2021-03-20,ukk3102-28700
58633,2021-06-08,ukk4200-24600
12537,2021-03-14,ukh1305-10150
100552,2022-09-09,ukk3106-28400
30011,2022-08-02,ukk2102-19350
73603,2022-05-31,ukk2206-20400
43298,2020-06-28,ukk1202-36000
83754,2022-12-07,ukc2203-05100
19886,2021-09-13,ukk2201-18750
103062,2020-07-13,uke1200-08800
95022,2021-10-01,ukk4305-24800
4748,2020-05-23,ukh1407-10750
75372,2022-07-03,ukk3102-31900
54188,2021-04-02,ukk3103-31500
57441,2021-05-21,ukk2101-19000
27636,2022-06-10,ukh1305-10125
63992,2021-09-18,ukk2206-20800
100758,2022-09-18,ukk2302-35600
9265,2020-09-21,ukc1202-06300
110455,2020-11-05,uke1301-09000
100850,2022-09-23,ukj2204-13900
51920,2021-02-10,uke2206-06800
87437,2020-07-28,ukk3106-32500
46077,2020-08-12,ukk4301-22300
19088,2021-08-24,ukh1305-10200
1047,2020-03-05,ukc2203-05200
77086,2022-08-01,ukh3100-11900
67887,2022-01-06,ukh3100-11800
79520,2022-09-08,ukk1202-36000
74286,2022-06-11,ukk3103-29900
8152,2020-08-17,ukk4200-24100
113100,2021-04-16,ukk4306-22800
33601,2022-10-25,ukf3102-09700
58914,2021-06-15,ukc2203-04800
30912,2022-08-19,ukk2101-19100
97498,2022-02-26,ukk3106-27800
78202,2022-08-17,ukk3105-30750
10945,2020-12-24,ukh1303-10500
112265,2020-10-13,ukk4306-22900
111265,2021-02-25,ukk4306-22700
27113,2022-05-29,ukk4304-34450
4234,2020-05-12,ukk3105-31100
39942,2020-05-01,ukj2202-14150
101413,2022-10-24,ukd4312-43000
56030,2021-04-29,ukk2305-35200
69919,2022-03-15,ukk3105-30200
3869,2020-05-04,ukk4304-34500
42234,2020-06-08,ukk2204-20100
583,2020-02-06,ukj4209-12000
58424,2021-06-06,ukk3102-31700
80912,2022-09-28,ukk2205-21400
94232,2021-09-01,ukk3106-27800
12296,2021-03-05,ukk2205-21500
87320,2020-07-18,ukk4305-26100
12067,2021-02-25,ukf3102-09400
91269,2021-03-13,ukk3105-30600
63265,2021-09-06,ukd4200-42600
31931,2022-09-11,uke2206-07000
88016,2020-09-01,ukk2204-20100
87704,2020-08-12,uke2206-07200
39565,2020-04-26,ukh1303-10325
47395,2020-09-08,ukk2102-19170
100754,2022-09-18,ukk2204-20100
79284,2022-09-05,ukh3100-11800
56758,2021-05-11,ukk2201-17200
2914,2020-04-17,ukc2102-03900
24172,2022-03-09,ukf3102-09700
45986,2020-08-12,ukk2102-19450
19590,2021-09-05,ukj4202-12120
34340,2022-11-23,ukd1101-46000
73503,2022-05-29,ukk4304-34600
108910,2022-11-25,ukc2104-04300
47922,2020-09-19,ukk3101-26900
90088,2020-12-20,ukk3103-29100
12533,2021-03-14,ukh1304-09800
57602,2021-05-24,ukk2206-20400
34229,2022-11-19,ukj2201-14500
85842,2020-04-07,ukk3104-33400
65883,2021-10-24,ukk3106-28200
33874,2022-11-04,ukj2201-14500
111717,2021-10-08,ukk4306-22800
17309,2021-07-02,ukh1303-10350
28046,2022-06-20,ukf3102-09200
70223,2022-03-20,ukk3102-28600
3672,2020-05-01,ukj4209-11950
8981,2020-09-13,ukj4202-12120
22809,2022-01-04,uke2206-07100
37308,2020-03-24,ukh3311-11250
95887,2021-11-05,ukk3106-28400
18542,2021-08-06,ukj2205-14300
100312,2022-08-27,ukk4305-25900
102564,2022-12-27,ukc2203-05200
6690,2020-07-08,uke2206-07700
58448,2021-06-06,ukk3105-30300
41909,2020-05-31,ukj4210-12300
112805,2020-08-15,ukk3101-26530
81926,2022-10-16,ukk3105-30750
8738,2020-09-06,ukc2102-03800
67760,2022-01-03,ukh3100-11770
76197,2022-07-16,ukd4200-42500
111085,2020-03-12,ukk4200-23600
32069,2022-09-15,ukh3311-11100
42573,2020-06-15,ukh1304-09850
108950,2022-11-30,ukk3106-32400
94267,2021-09-03,ukj2402-15500
91901,2021-04-17,ukk3106-28400
100943,2022-09-26,ukk3105-31400
112982,2022-06-15,ukj4210-12450
106151,2022-03-13,ukk3106-27300
27016,2022-05-28,ukj4202-12200
48813,2020-10-08,ukk1202-35900
41494,2020-05-26,uke2206-07300
34873,2022-12-24,ukj4204-13100
103604,2020-10-06,ukk4305-25400
45714,2020-08-07,ukk4305-25100
49542,2020-10-28,ukh1303-10600
8465,2020-08-27,ukk4200-23900
46098,2020-08-15,ukd1103-44800
35033,2020-01-10,ukd1103-45920
69868,2022-03-15,uke1200-08300
34744,2022-12-15,uke2206-06800
67149,2021-11-25,ukk3105-30400
56634,2021-05-07,ukk3106-28200
58374,2021-06-05,ukk2201-18800
7182,2020-07-20,ukk2204-19700
3449,2020-04-27,ukk3105-31400
94623,2021-09-18,uke1200-07900
61330,2021-07-31,ukd4200-42100
45677,2020-08-07,ukk3105-31000
87357,2020-07-21,ukk3101-26600
91006,2021-02-25,ukh3100-11850
34760,2022-12-15,ukk3106-28000
79886,2022-09-14,ukd4200-42500
33687,2022-10-26,ukk3102-28600
36892,2020-03-17,ukj3308-16900
41423,2020-05-24,ukk3104-32700
80114,2022-09-16,ukk4305-25300
85168,2020-02-29,ukd1103-45200
41254,2020-05-21,ukk2101-19000
38645,2020-04-11,ukk4301-22100
21206,2021-10-16,ukk3105-30500
100847,2022-09-23,ukh3100-11900
110067,2022-04-03,ukj2403-16000
43020,2020-06-23,ukk2101-19160
75093,2022-06-27,ukj2402-15680
2005,2020-03-30,ukc1202-06650
93721,2021-08-02,ukk3106-27800
71305,2022-04-16,uke1200-08800
4062,2020-05-08,ukj4210-12450
41127,2020-05-19,ukk3103-29900
89749,2020-11-15,ukk3101-26800
97653,2022-03-10,ukk1202-35800
12804,2021-03-20,ukd1101-46300
2620,2020-04-11,uke1301-09020
71541,2022-04-19,ukk4305-25600
76997,2022-07-30,ukk4301-22200
54853,2021-04-13,ukh3100-11902
46541,2020-08-24,ukh1305-10000
51643,2021-02-05,ukc2103-04700
83964,2022-12-10,ukk3105-30400
104375,2021-02-08,ukk3104-33700
55868,2021-04-27,ukd4312-42800
13352,2021-04-04,uke2206-06800
94925,2021-09-28,ukj4208-13400
105483,2021-11-20,ukk3104-33200
81318,2022-10-06,ukk3106-32330
75389,2022-07-03,ukk3104-33200
94165,2021-08-30,ukk3101-26800
81654,2022-10-13,ukh3311-11250
22979,2022-01-14,uke2206-07000
5927,2020-06-20,ukh1303-10650
29292,2022-07-16,ukk3106-27600
4774,2020-05-23,ukj4209-11950
102841,2020-02-29,ukk4305-25900
9228,2020-09-20,ukh1303-10500
16417,2021-06-08,ukk3105-30500
106435,2022-04-24,ukk3105-30750
105765,2022-01-14,ukk3102-31600
84438,2022-12-27,ukk2102-19190
23808,2022-02-25,uke1301-09000
46804,2020-08-27,ukk4306-22700
107316,2022-11-25,ukk3104-33400
26050,2022-04-28,ukj4210-12750
96206,2021-11-22,ukj2402-15500
35527,2020-01-27,ukk2204-19600
36340,2020-03-04,ukh1303-10325
3576,2020-04-29,ukk4200-23900
92501,2021-05-19,ukk3104-33200
77114,2022-08-01,ukj4210-12600
109472,2022-11-20,ukk3106-32100
95156,2021-10-06,ukk4200-23800
12180,2021-02-28,ukc1101-06200
77513,2022-08-07,uke2206-06900
18012,2021-07-22,ukj4209-11975
1742,2020-03-24,ukj4210-12350
5649,2020-06-13,uke2206-07200
35479,2020-01-27,ukh1303-10400
33376,2022-10-16,ukk3103-29100
60536,2021-07-18,ukd1103-44800
15772,2021-05-27,ukk3106-27600
56777,2021-05-11,ukk2206-20800
42008,2020-06-01,ukk3106-27200
48467,2020-10-01,ukk4301-22200
47102,2020-09-01,ukk4301-22100
17560,2021-07-13,ukc1202-06300
23585,2022-02-10,ukh1407-10850
106679,2022-06-21,ukd4303-41800
36327,2020-03-03,ukk3106-28300
59852,2021-07-01,ukk3105-30800
64067,2021-09-20,ukh3100-11780
102861,2020-03-14,ukj4208-13300
